synonym_name	code	name
connective tissue benign neoplasm	D012983	MeSH
survival motor neuron spinal muscular atrophy	D014897	MeSH
Kennedy's disease	D055534	MeSH
dentatorubral-pallidoluysian atrophy	D020191	MeSH
Clostridium difficile colitis	D004761	MeSH
Balo concentric sclerosis	D002549	MeSH
ptosis	D001763	MeSH
angular cheilitis	D002613	MeSH
oral hairy leukoplakia	D017733	MeSH
orofaciodigital syndrome I	D009958	MeSH
acute promyelocytic leukemia	D015473	MeSH
cardiac arrest	D006323	MeSH
ectopic pregnancy	D011271	MeSH
multiple acyl-CoA dehydrogenase deficiency	D054069	MeSH
Meesmann corneal dystrophy	D053559	MeSH
Zika fever	D000071243	MeSH
anomalous left coronary artery from the pulmonary artery	D063748	MeSH
von Willebrand's disease 1	D056725	MeSH
von Willebrand's disease 2	D056728	MeSH
atypical chronic myeloid leukemia	D054438	MeSH
arteriovenous malformations of the brain	D002538	MeSH
hyperekplexia 1	D000071017	MeSH
autosomal recessive pseudohypoaldosteronism type 1	D011546	MeSH
septooptic dysplasia	D025962	MeSH
herpes simplex virus keratitis	D007635	MeSH
autosomal recessive polycystic kidney disease	D016891	MeSH
von Willebrand's disease 3	D056729	MeSH
sensorineural hearing loss	D006313	MeSH
duodenum cancer	D004379	MeSH
sleeping sickness	D014353	MeSH
dry eye syndrome	D015352	MeSH
intestinal cancer	D007414	MeSH
ileal neoplasm	D007078	MeSH
optic papillitis	D010211	MeSH
neuroretinitis	D012173	MeSH
pleomorphic lipoma	D008067	MeSH
borderline leprosy	D015439	MeSH
Brown's tendon sheath syndrome	D015835	MeSH
tuberculoid leprosy	D015441	MeSH
prostate cancer	D011471	MeSH
Caplan's syndrome	D002205	MeSH
breast fibrocystic disease	D005348	MeSH
suppression amblyopia	D000550	MeSH
amyotrophic neuralgia	D020968	MeSH
secondary hypertrophic osteoarthropathy	D010005	MeSH
pneumonic plague	D010930	MeSH
chronic lymphocytic leukemia	D015451	MeSH
Hirschsprung's disease	D006627	MeSH
imperforate anus	D001006	MeSH
stomach cancer	D013274	MeSH
metachromatic leukodystrophy	D007966	MeSH
Krabbe disease	D007965	MeSH
pleural tuberculosis	D014396	MeSH
chronic tic disorder	D013981	MeSH
tropical sprue	D013182	MeSH
protein-losing enteropathy	D011504	MeSH
microphthalmia	D008850	MeSH
interstitial nephritis	D009395	MeSH
Alzheimer's disease	D000544	MeSH
open-angle glaucoma	D005902	MeSH
kidney failure	D051437	MeSH
thrombotic thrombocytopenic purpura	D011697	MeSH
gastric ulcer	D013276	MeSH
Eastern equine encephalitis	D020242	MeSH
Japanese encephalitis	D004672	MeSH
St. Louis encephalitis	D004674	MeSH
partial third-nerve palsy	D015840	MeSH
abducens nerve disease	D020434	MeSH
age related macular degeneration	D008268	MeSH
epidemic pleurodynia	D011000	MeSH
lepromatous leprosy	D015440	MeSH
tethered spinal cord syndrome	D016135	MeSH
amnestic disorder	D000647	MeSH
Wernicke-Korsakoff syndrome	D020915	MeSH
sickle cell anemia	D000755	MeSH
obsessive-compulsive personality disorder	D003193	MeSH
dissociative disorder	D004213	MeSH
attention deficit hyperactivity disorder	D001289	MeSH
cholesteatoma of middle ear	D018424	MeSH
spastic diplegia	D002547	MeSH
lipoid nephrosis	D009402	MeSH
membranous glomerulonephritis	D015433	MeSH
fetal erythroblastosis	D004899	MeSH
Alport syndrome	D009394	MeSH
alpha thalassemia	D017085	MeSH
acute hemorrhagic leukoencephalitis	D004684	MeSH
depersonalization disorder	D003861	MeSH
Felty's syndrome	D005258	MeSH
urinary bladder cancer	D001749	MeSH
pasteurellosis	D010326	MeSH
bartonellosis	D001474	MeSH
rickettsialpox	D012288	MeSH
Gilles de la Tourette syndrome	D005879	MeSH
Henoch-Schoenlein purpura	D011695	MeSH
miliaria rubra	D008883	MeSH
pertussis	D001885	MeSH
anogenital venereal wart	D003218	MeSH
parathyroid gland disease	D010279	MeSH
primary hyperparathyroidism	D049950	MeSH
acute hemorrhagic conjunctivitis	D003232	MeSH
spondyloarthropathy	D025242	MeSH
appendix cancer	D001063	MeSH
neonatal anemia	D000751	MeSH
vitamin K deficiency hemorrhagic disease	D014813	MeSH
Brill-Zinsser disease	D014438	MeSH
typhus	D014437	MeSH
ornithosis	D009956	MeSH
Lemierre's syndrome	D005674	MeSH
pneumocystosis	D011020	MeSH
gnathomiasis	D058429	MeSH
spinal meningioma	D008579	MeSH
subdural empyema	D013354	MeSH
adult respiratory distress syndrome	D012128	MeSH
xanthogranulomatous pyelonephritis	D011705	MeSH
diphtheria	D003354	MeSH
constrictive pericarditis	D010494	MeSH
hemopericardium	D010490	MeSH
Horner's syndrome	D006732	MeSH
diabetic autonomic neuropathy	D003929	MeSH
suppurative otitis media	D010035	MeSH
rumination disorder	D019959	MeSH
fissured tongue	D014063	MeSH
Chandler syndrome	D057129	MeSH
Riley-Day syndrome	D004402	MeSH
Frey syndrome	D013547	MeSH
infant gynecomastia	D006177	MeSH
penile cancer	D010412	MeSH
cicatricial pemphigoid	D010390	MeSH
blue color blindness	D003117	MeSH
familial hyperlipidemia	D006949	MeSH
heart cancer	D006338	MeSH
diabetic angiopathy	D003925	MeSH
gestational diabetes	D016640	MeSH
prediabetes syndrome	D011236	MeSH
oculopharyngeal muscular dystrophy	D039141	MeSH
distal muscular dystrophy	D049310	MeSH
glycogen storage disease VII	D006014	MeSH
myotonic dystrophy type 1	D009223	MeSH
Duchenne muscular dystrophy	D020388	MeSH
limb-girdle muscular dystrophy	D049288	MeSH
Cornelia de Lange syndrome	D003635	MeSH
Emery-Dreifuss muscular dystrophy	D020389	MeSH
facioscapulohumeral muscular dystrophy	D020391	MeSH
hypochromic anemia	D000747	MeSH
bronchial disease	D001982	MeSH
spontaneous ocular nystagmus	D009759	MeSH
ureter cancer	D014516	MeSH
degenerative myopia	D047728	MeSH
visual epilepsy	D012640	MeSH
coronary artery vasospasm	D003329	MeSH
Pick's disease	D020774	MeSH
denture stomatitis	D013282	MeSH
vaginal cancer	D014625	MeSH
peripheral nervous system neoplasm	D010524	MeSH
head and neck cancer	D006258	MeSH
Creutzfeldt-Jakob disease	D007562	MeSH
morbid obesity	D009767	MeSH
hypertrophic cardiomyopathy	D002312	MeSH
female reproductive organ cancer	D005833	MeSH
anterior ischemic optic neuropathy	D018917	MeSH
Conn's syndrome	D006929	MeSH
sympathetic ophthalmia	D009879	MeSH
allergic hypersensitivity disease	D006967	MeSH
sodoku disease	D011906	MeSH
Wegener's granulomatosis	D014890	MeSH
factor VIII deficiency	D006467	MeSH
neurogenic bladder	D001750	MeSH
aseptic meningitis	D008582	MeSH
radial nerve lesion	D020425	MeSH
dengue disease	D003715	MeSH
dengue hemorrhagic fever	D019595	MeSH
filarial elephantiasis	D004605	MeSH
Lewy body dementia	D020961	MeSH
cartilage disease	D002357	MeSH
primary biliary cirrhosis	D008105	MeSH
Crimean-Congo hemorrhagic fever	D006479	MeSH
paranoid schizophrenia	D012563	MeSH
Vogt-Koyanagi-Harada disease	D014607	MeSH
Bloch-Sulzberger syndrome	D007184	MeSH
Dubin-Johnson syndrome	D007566	MeSH
corneal granular dystrophy	D003317	MeSH
hematocele of tunica vaginalis testis	D006398	MeSH
Graves' disease	D006111	MeSH
complex partial epilepsy	D017029	MeSH
shigellosis	D004405	MeSH
neurohypophyseal diabetes insipidus	D020790	MeSH
pathological gambling	D005715	MeSH
pyromania	D005391	MeSH
vulva cancer	D014846	MeSH
secondary hyperparathyroidism	D006962	MeSH
blood coagulation disease	D001778	MeSH
Vagus nerve disease	D020421	MeSH
Bell's palsy	D020330	MeSH
retinal perforation	D012167	MeSH
von Willebrand's disease	D014842	MeSH
hepatic coma	D006501	MeSH
acute kidney tubular necrosis	D007683	MeSH
chronic progressive external ophthalmoplegia	D017246	MeSH
posterior uveitis	D015866	MeSH
hypertrophic pyloric stenosis	D046248	MeSH
vestibulocochlear nerve disease	D000160	MeSH
acoustic neuroma	D009464	MeSH
locked-in syndrome	D011782	MeSH
hereditary hemorrhagic telangiectasia	D013683	MeSH
hyperprolactinemia	D002640	MeSH
newborn respiratory distress syndrome	D006819	MeSH
cerebral atherosclerosis	D002537	MeSH
multiple epiphyseal dysplasia	D010009	MeSH
intermediate uveitis	D015867	MeSH
choroid cancer	D002830	MeSH
Sly syndrome	D016538	MeSH
enterocele	D006547	MeSH
Huntington's disease	D006816	MeSH
cardiovascular system disease	D002318	MeSH
neurodegenerative disease	D019636	MeSH
Mikulicz disease	D008882	MeSH
necrotizing sialometaplasia	D012797	MeSH
sialolithiasis	D015494	MeSH
dilated cardiomyopathy	D002311	MeSH
alcoholic cardiomyopathy	D002310	MeSH
hereditary spherocytosis	D013103	MeSH
Plasmodium vivax malaria	D016780	MeSH
renal osteodystrophy	D012080	MeSH
eumycotic mycetoma	D008271	MeSH
branch retinal artery occlusion	D015356	MeSH
focal segmental glomerulosclerosis	D005923	MeSH
allergic bronchopulmonary aspergillosis	D001229	MeSH
brain cancer	D001932	MeSH
nodular goiter	D006044	MeSH
endemic goiter	D006043	MeSH
substernal goiter	D006045	MeSH
Behcet's disease	D001528	MeSH
diverticulitis of colon	D004239	MeSH
porphyria	D011164	MeSH
hereditary coproporphyria	D046349	MeSH
erythropoietic protoporphyria	D046351	MeSH
cutaneous porphyria	D017092	MeSH
Scheuermann's disease	D012544	MeSH
hyperinsulinemic hypoglycemia	D046768	MeSH
congenital toxoplasmosis	D014125	MeSH
fibrodysplasia ossificans progressiva	D009221	MeSH
temporal arteritis	D013700	MeSH
Kawasaki disease	D009080	MeSH
congenital dyserythropoietic anemia	D000742	MeSH
pernicious anemia	D000752	MeSH
megaloblastic anemia	D000749	MeSH
Diamond-Blackfan anemia	D029503	MeSH
pure red-cell aplasia	D012010	MeSH
pulmonary sarcoidosis	D017565	MeSH
alexia	D004410	MeSH
congenital hypoplastic anemia	D029502	MeSH
bejel	D014211	MeSH
jejunal cancer	D007580	MeSH
hairy tongue	D014064	MeSH
paranasal sinus disease	D010254	MeSH
secondary Parkinson disease	D010302	MeSH
angle-closure glaucoma	D015812	MeSH
twin-to-twin transfusion syndrome	D005330	MeSH
maxillary sinus neoplasm	D008444	MeSH
alveolar periostitis	D004368	MeSH
extrahepatic cholestasis	D001651	MeSH
patent foramen ovale	D054092	MeSH
campylobacteriosis	D002169	MeSH
post-vaccinal encephalitis	D004673	MeSH
SAPHO syndrome	D020083	MeSH
dental fluorosis	D009050	MeSH
excessive tearing	D007766	MeSH
Addison's disease	D000224	MeSH
endometrial cancer	D016889	MeSH
inclusion conjunctivitis	D003235	MeSH
pharyngoconjunctival fever	D000258	MeSH
familial combined hyperlipidemia	D006950	MeSH
familial hypercholesterolemia	D006938	MeSH
hypoglossal nerve disease	D020437	MeSH
patent ductus arteriosus	D004374	MeSH
trochlear nerve disease	D020432	MeSH
hypoactive sexual desire disorder	D020018	MeSH
hypolipoproteinemia	D007009	MeSH
squamous cell papilloma	D010212	MeSH
hypobetalipoproteinemia	D006995	MeSH
Norum disease	D007863	MeSH
somatization disorder	D013001	MeSH
necrotizing ulcerative gingivitis	D005892	MeSH
urinary schistosomiasis	D012553	MeSH
benign paroxysmal positional nystagmus	D065635	MeSH
bladder neck obstruction	D001748	MeSH
interstitial cystitis	D018856	MeSH
peptic esophagitis	D004942	MeSH
alcoholic liver cirrhosis	D008104	MeSH
autoimmune polyendocrine syndrome	D016884	MeSH
neonatal myasthenia gravis	D020941	MeSH
Plasmodium falciparum malaria	D016778	MeSH
cerebral malaria	D016779	MeSH
epicondylitis	D013716	MeSH
toxic shock syndrome	D012772	MeSH
multiple symmetric lipomatosis	D008069	MeSH
familial lipoprotein lipase deficiency	D008072	MeSH
central neurocytoma	D018306	MeSH
selective IgG deficiency disease	D017099	MeSH
frozen shoulder	D002062	MeSH
metabolic syndrome X	D024821	MeSH
adult-onset Still's disease	D016706	MeSH
oral candidiasis	D002180	MeSH
benign neonatal seizures	D020936	MeSH
sclerosing cholangitis	D015209	MeSH
primary hypertrophic osteoarthropathy	D010004	MeSH
neurogenic arthropathy	D001177	MeSH
tuberculous empyema	D004654	MeSH
skin epithelioid hemangioma	D000796	MeSH
Parkinson's disease	D010300	MeSH
postencephalitic Parkinson disease	D010301	MeSH
suppurative thyroiditis	D013969	MeSH
autosomal dominant cerebellar ataxia	D020754	MeSH
dipetalonemiasis	D004154	MeSH
glossopharyngeal neuralgia	D020435	MeSH
46 XY gonadal dysgenesis	D006061	MeSH
hyperkalemic periodic paralysis	D020513	MeSH
herpes gestationis	D006559	MeSH
lipoid proteinosis	D008065	MeSH
neuronal ceroid lipofuscinosis	D009472	MeSH
Niemann-Pick disease	D009542	MeSH
geographic tongue	D005929	MeSH
cholesterol embolism	D017700	MeSH
Clouston syndrome	D004476	MeSH
galactokinase deficiency	D005693	MeSH
major depressive disorder	D003865	MeSH
branchiootorenal syndrome	D019280	MeSH
centronuclear myopathy	D020914	MeSH
hereditary angioedema	D054179	MeSH
olivopontocerebellar atrophy	D009849	MeSH
hypohidrotic ectodermal dysplasia	D053358	MeSH
avoidant personality disorder	D010554	MeSH
cecal benign neoplasm	D002430	MeSH
cecal disease	D002429	MeSH
nodular nonsuppurative panniculitis	D010201	MeSH
pleural disease	D010995	MeSH
mixed cell type cancer	D018198	MeSH
parathyroid carcinoma	D010282	MeSH
hypersensitivity reaction type III disease	D007105	MeSH
cognitive disorder	D019965	MeSH
fungal infectious disease	D009181	MeSH
normal pressure hydrocephalus	D006850	MeSH
alcohol abuse	D000437	MeSH
limited scleroderma	D045745	MeSH
diffuse scleroderma	D045743	MeSH
renovascular hypertension	D006978	MeSH
endogenous depression	D003866	MeSH
breast cancer	D001943	MeSH
male breast cancer	D018567	MeSH
breast fibroadenoma	D018226	MeSH
cancer	D009369	MeSH
intraductal papilloma	D018300	MeSH
benign breast phyllodes tumor	D003557	MeSH
central nervous system tuberculosis	D016862	MeSH
skeletal tuberculosis	D014394	MeSH
ventricular septal defect	D006345	MeSH
supratentorial cancer	D015173	MeSH
melanotic neuroectodermal tumor	D017600	MeSH
pineoblastoma	D010871	MeSH
heart septal defect	D006343	MeSH
congenital heart disease	D006330	MeSH
neovascular glaucoma	D015355	MeSH
neuroendocrine tumor	D018358	MeSH
congenital ichthyosiform erythroderma	D016113	MeSH
endocrine gland cancer	D004701	MeSH
X-linked ichthyosis	D016114	MeSH
neuroectodermal tumor	D017599	MeSH
clear cell acanthoma	D049309	MeSH
drug psychosis	D011605	MeSH
vascular cancer	D019043	MeSH
vascular disease	D000783	MeSH
thyroid cancer	D013964	MeSH
pituitary cancer	D010911	MeSH
pancreatic cancer	D010190	MeSH
pancreatic endocrine carcinoma	D018273	MeSH
islet cell tumor	D007516	MeSH
ossifying fibroma	D018214	MeSH
childhood absence epilepsy	D004832	MeSH
idiopathic generalized epilepsy	D004829	MeSH
Menkes disease	D007706	MeSH
bone cancer	D001859	MeSH
intrahepatic cholestasis	D002780	MeSH
McCune Albright syndrome	D005357	MeSH
jaw cancer	D007573	MeSH
giant cell reparative granuloma	D006101	MeSH
atrial heart septal defect	D006344	MeSH
viral hepatitis	D006524	MeSH
sigmoid neoplasm	D012811	MeSH
malignant fibroxanthoma	D051677	MeSH
sex cord-gonadal stromal tumor	D018312	MeSH
Klinefelter's syndrome	D007713	MeSH
sex differentiation disease	D012734	MeSH
Gaucher's disease	D005776	MeSH
sphingolipidosis	D013106	MeSH
Williams-Beuren syndrome	D018980	MeSH
supravalvular aortic stenosis	D021921	MeSH
fallopian tube carcinoma	D005185	MeSH
rectal neoplasm	D012004	MeSH
Lutembacher's syndrome	D008185	MeSH
giant cell tumor	D005870	MeSH
preretinal fibrosis	D019773	MeSH
connective tissue cancer	D009372	MeSH
exostosis	D005096	MeSH
anxiety disorder	D001008	MeSH
drug-induced hepatitis	D056487	MeSH
autoimmune hepatitis	D019693	MeSH
post-traumatic stress disorder	D013313	MeSH
chronic mucocutaneous candidiasis	D002178	MeSH
hereditary multiple exostoses	D005097	MeSH
cystoisosporiasis	D021865	MeSH
nephroblastoma	D009396	MeSH
eyelid neoplasm	D005142	MeSH
ocular cancer	D005134	MeSH
hemorrhagic disease	D006474	MeSH
blood platelet disease	D001791	MeSH
Glanzmann's thrombasthenia	D013915	MeSH
essential thrombocythemia	D013920	MeSH
focal epilepsy	D004828	MeSH
prothrombin deficiency	D007020	MeSH
congenital afibrinogenemia	D000347	MeSH
hepatitis	D006521	MeSH
transient cerebral ischemia	D002546	MeSH
vulvovaginal candidiasis	D002181	MeSH
pharyngitis	D010608	MeSH
lateral sclerosis	D016472	MeSH
nocardiosis	D009617	MeSH
obstructive lung disease	D008173	MeSH
mandibular cancer	D008339	MeSH
Crouzon syndrome	D003394	MeSH
craniosynostosis	D003398	MeSH
iron metabolism disease	D019189	MeSH
myelophthisic anemia	D000750	MeSH
macrocytic anemia	D000748	MeSH
post-thrombotic syndrome	D011186	MeSH
West Nile encephalitis	D014901	MeSH
gangliosidosis	D005733	MeSH
hereditary elliptocytosis	D004612	MeSH
relapsing-remitting multiple sclerosis	D020529	MeSH
pupil disease	D011681	MeSH
neonatal jaundice	D007567	MeSH
ovarian cancer	D010051	MeSH
motor peripheral neuropathy	D015417	MeSH
central nervous system origin vertigo	D014717	MeSH
trachea leiomyoma	D014134	MeSH
infantile epileptic encephalopathy	D013036	MeSH
phosphorus metabolism disease	D010760	MeSH
sensory peripheral neuropathy	D009477	MeSH
Takayasu's arteritis	D001015	MeSH
nevoid basal cell carcinoma syndrome	D001478	MeSH
basal cell carcinoma	D002280	MeSH
testicular disease	D013733	MeSH
alcoholic psychosis	D011604	MeSH
splenic disease	D013158	MeSH
hematologic cancer	D019337	MeSH
reflex epilepsy	D020195	MeSH
relapsing polychondritis	D011081	MeSH
opiate dependence	D009293	MeSH
suppurative periapical periodontitis	D010482	MeSH
rhizomelic chondrodysplasia punctata	D018902	MeSH
choroid plexus papilloma	D020288	MeSH
kidney cancer	D007680	MeSH
ovarian Brenner tumor	D001948	MeSH
perivascular epithelioid cell tumor	D054973	MeSH
benign mesothelioma	D008654	MeSH
benign fibrous mesothelioma	D054363	MeSH
sweat gland neoplasm	D013544	MeSH
transitional cell carcinoma	D002295	MeSH
pigmented villonodular synovitis	D013586	MeSH
capillary hemangioma	D018324	MeSH
keratosis follicularis	D007644	MeSH
Gilbert syndrome	D005878	MeSH
auditory system disease	D004427	MeSH
glycogen storage disease V	D006012	MeSH
glycogen storage disease III	D006010	MeSH
glycogen storage disease I	D005953	MeSH
glycogen storage disease IV	D006011	MeSH
glycogen storage disease VIII	D006015	MeSH
glycogen storage disease II	D006009	MeSH
glycogen storage disease VI	D006013	MeSH
Mycobacterium avium complex disease	D015270	MeSH
irritant dermatitis	D017453	MeSH
contact dermatitis	D003877	MeSH
parasitic protozoa infectious disease	D011528	MeSH
idiopathic interstitial pneumonia	D011658	MeSH
cranial nerve malignant neoplasm	D003390	MeSH
nose disease	D009668	MeSH
euthyroid sick syndrome	D005067	MeSH
hemoglobinopathy	D006453	MeSH
congenital nonspherocytic hemolytic anemia	D000746	MeSH
endometriosis of uterus	D062788	MeSH
prostatic adenoma	D011470	MeSH
Treacher Collins syndrome	D008342	MeSH
membranoproliferative glomerulonephritis	D015432	MeSH
Klippel-Trenaunay syndrome	D007715	MeSH
inner ear disease	D007759	MeSH
photosensitive trichothiodystrophy	D054463	MeSH
cystic kidney disease	D052177	MeSH
carbohydrate metabolic disorder	D002239	MeSH
IgA glomerulonephritis	D005922	MeSH
germ cell cancer	D009373	MeSH
testicular cancer	D013736	MeSH
breast ductal carcinoma	D044584	MeSH
invasive ductal carcinoma	D018270	MeSH
acinar cell carcinoma	D018267	MeSH
mucinous adenocarcinoma	D002288	MeSH
allergic contact dermatitis	D017449	MeSH
food allergy	D005512	MeSH
glioblastoma multiforme	D005909	MeSH
malignant glioma	D005910	MeSH
early myoclonic encephalopathy	D004831	MeSH
cystic lymphangioma	D018191	MeSH
interstitial lung disease	D017563	MeSH
chronic obstructive pulmonary disease	D029424	MeSH
nervous system cancer	D009380	MeSH
papillary cystadenocarcinoma	D018283	MeSH
papillary adenocarcinoma	D000231	MeSH
papillary carcinoma	D002291	MeSH
serous cystadenocarcinoma	D018284	MeSH
gastrointestinal system cancer	D004067	MeSH
gallbladder cancer	D005706	MeSH
anus disease	D001004	MeSH
acute porphyria	D017094	MeSH
scalp dermatosis	D012536	MeSH
lipid metabolism disorder	D008052	MeSH
incontinentia pigmenti achromians	D010859	MeSH
photosensitivity disease	D010787	MeSH
skin benign neoplasm	D012878	MeSH
squamous cell neoplasm	D018307	MeSH
papillary adenoma	D000236	MeSH
inverted papilloma	D018308	MeSH
nemaline myopathy	D017696	MeSH
peripheral nerve sheath neoplasm	D018317	MeSH
junctional epidermolysis bullosa	D016109	MeSH
tropical spastic paraparesis	D015493	MeSH
lysosomal storage disease	D016464	MeSH
demyelinating disease	D003711	MeSH
complex regional pain syndrome	D020918	MeSH
lipid pneumonia	D011017	MeSH
Job's syndrome	D007589	MeSH
chronic granulomatous disease	D006105	MeSH
thymus cancer	D013953	MeSH
embryonal carcinoma	D018236	MeSH
atopic dermatitis	D003876	MeSH
gangliosidosis GM2	D020143	MeSH
gangliosidosis GM1	D016537	MeSH
mood disorder	D019964	MeSH
hyperglobulinemic purpura	D011694	MeSH
partial motor epilepsy	D020938	MeSH
temporal lobe epilepsy	D004833	MeSH
benign epilepsy with centrotemporal spikes	D019305	MeSH
frontal lobe epilepsy	D017034	MeSH
osteitis fibrosa	D010002	MeSH
bone inflammation disease	D010000	MeSH
glycoproteinosis	D009081	MeSH
juxtacortical osteosarcoma	D018217	MeSH
periodontal disease	D010510	MeSH
accessory nerve disease	D020436	MeSH
palmoplantar keratosis	D007645	MeSH
carotid artery disease	D002340	MeSH
peripheral vascular disease	D001157	MeSH
optic nerve neoplasm	D019574	MeSH
vestibular disease	D015837	MeSH
inclusion body myositis	D018979	MeSH
