disease_id	name	code	name
DIS003893	Yellow fever	001365	MedlinePlus
DIS005490	Yellow nail syndrome	003247	MedlinePlus
DIS006918	Yersiniosis	008.44	ICD-9-CM
DIS006168	Yim–Ebbin syndrome	601357	OMIM
DIS006540	Young–Madders syndrome	264480	OMIM
DIS003456	Young–Simpson syndrome	3047	Orphanet
DIS003591	Yunis–Varon syndrome	216340	OMIM
DIS000754	Zadik–Barak–Levin syndrome	2263	Orphanet
DIS004694	Zaspopathy	609452	OMIM
DIS003971	Zellweger syndrome	14248	DiseasesDB
DIS003938	Zenker's diverticulum	31174	DiseasesDB
DIS003324	Zieve's syndrome	571.1	ICD-9-CM
DIS003427	Zika fever	007666	MedlinePlus
DIS005694	Zimmermann–Laband syndrome	135500	OMIM
DIS007361	Zinc deficiency	14272	DiseasesDB
DIS006164	Zinc toxicity	985.8	ICD-9-CM
DIS003933	Zollinger–Ellison syndrome	000325	MedlinePlus
DIS004989	Zonular cataract and nystagmus	302200	OMIM
DIS006748	Zori–Stalker–Williams syndrome	2835	Orphanet
DIS005904	Zunich–Kaye syndrome	280000	OMIM
DIS006674	Zygomaticomaxillary complex fracture	802.8	ICD-9-CM
